,약국명,주소,전화번호
3067,양재소망약국,"서울특별시 서초구 언남1길 3, 1층 102호 (양재동)",02-6402-1522
3068,양재소화약국,서울특별시 강남구 남부순환로363길 17 (도곡동),02-575-3766
3069,양재숲약국,"서울특별시 서초구 마방로2길 57, 승진빌딩 1층 102호 (양재동)",02-2039-8976
3070,양재신세계약국,"서울특별시 서초구 매헌로 34, 한일빌딩 (양재동)",02-575-7277
3071,양재팜24약국,"서울특별시 서초구 남부순환로350길 36, 1층 (양재동)",02-581-8224
3072,양재프라자약국,서울특별시 서초구 강남대로 220,02-576-9222
3073,양지약국,"서울특별시 강동구 진황도로61길 56, 1층 (둔촌동)",02-473-9779
3074,양지약국,"서울특별시 중랑구 동일로 865, 1층 (묵동)",02-972-6254
3075,양지약국,"서울특별시 중구 수표로 23, 영락빌딩 1층 101-B호 (저동2가)",02-2266-6968
3076,양지약국,서울특별시 용산구 이촌로 248 11동 103-1호,02-793-8253
3077,양지약국,"서울특별시 관악구 관악로 186, 1층 (봉천동)",02-882-2497
3078,양천뿌리약국,"서울특별시 양천구 지양로 74, 1층 (신월동)",02-2696-4710
3079,어깨동무약국,"서울특별시 동대문구 무학로 189, 1층 (용두동)",02-927-9125
3080,어약국,서울특별시 강북구 삼각산로 132 (수유동),02-902-5119
3081,어울림온누리약국,"서울특별시 성동구 한림말1길 16, 1층 (옥수동)",02-3395-8777
3082,어울림이층약국,"서울특별시 성동구 독서당로40길 39 2층 (옥수동, 옥수 어울림)",02-2296-9866
3083,어진온누리약국,"서울특별시 은평구 진관2로 19, 107호 (진관동)",02-389-7239
3084,엄마손약국,"서울특별시 성동구 왕십리로 327, 1층 (하왕십리동)",02-6953-2773
3085,엄마손약국,"서울특별시 동대문구 사가정로 148, 141동 108호 (전농동, 전농 SK아파트)",02-3394-7543
3086,엄마손약국,"서울특별시 동작구 동작대로29길 69, 201-A호 (사당동)",02-592-3913
3087,엄마손약국,"서울특별시 양천구 지양로 30, (신월동)",02-2695-5875
3088,엄마약국,"서울특별시 동대문구 휘경로 15, 4층 402호 (이문동)",02-962-1469
3089,엄마약국,"서울특별시 강북구 도봉로14길 7-8, 1층 (미아동)",02-981-2588
3090,엄마약국,서울특별시 영등포구 도림로41길 20,02-831-7070
3091,엄약국,"서울특별시 강동구 성내로14길 45, (성내동)",02-483-8979
3092,엄약국,"서울특별시 종로구 종로 227 (종로5가, 엄약국)",02-763-0380
3093,에메랄드약국,"서울특별시 강남구 도산대로 122, 에메랄드타워 1층 (논현동)",02-3443-0991
3094,에버그린약국,"서울특별시 서대문구 신촌역로 7, 신촌푸르지오시티 103호 (대현동)",02-6052-5071
3095,에버그린약국,서울특별시 강북구 한천로 1000 (번동),02-999-7101
3096,에벤에셀약국,"서울특별시 송파구 송파대로 558, 월드타워빌딩 1층 103호 (신천동)",02-416-0216
3097,에벤에셀온누리약국,"서울특별시 금천구 금하로 720, 203호 (시흥동,에벤에셀프라자)",02-896-6789
3098,에셀약국,"서울특별시 동작구 여의대방로 22 (신대방동, 우성A상가)",02-843-6720
3099,에스메디약국,"서울특별시 강서구 방화동로 92, 에스메디컬 1층 103호 (방화동)",02-2666-9774
3100,에스약국,"서울특별시 서초구 서초대로40길 77, 102호 (서초동)",02-3471-0620
3101,에스엠피약국,"서울특별시 강남구 광평로19길 15  (일원동, 목련타운아파트)",02-2226-1141
3102,에스케이약국,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 CG121호 (문정동)",02-560-4899
3103,에스케이행복약국,"서울특별시 동대문구 사가정로 148, 141동 312호 (전농동, 전농 SK아파트)",02-2245-9400
3104,에이스약국,"서울특별시 중구 세종대로 136, 1층 (무교동, 파이낸스빌딩)",02-779-7697
3105,에이스약국,"서울특별시 강서구 화곡로 197, 1-3호 (화곡동)",02-2608-5294
3106,에이스약국,서울특별시 구로구 디지털로 285  (구로동),02-2109-5208
3107,에이스온누리약국,서울특별시 서초구 방배로 76,02-525-6623
3108,에이원약국,"서울특별시 영등포구 국회대로 559, 에이원타워 당산 지하1층 (당산동4가)",02-2632-2633
3109,에이원약국,"서울특별시 서초구 서초대로77길 17, BLOCK77 1층 102-2호 (서초동)",02-595-5581
3110,에이치약국,"서울특별시 양천구 오목로 300, 206동 110호 (목동, 현대하이페리온2)",02-2640-0977
3111,에이치약국,"서울특별시 서초구 강남대로 483, 지하1층 (반포동)",02-511-8945
3112,에이타워약국,"서울특별시 강남구 테헤란로 105, 1층 (역삼동)",02-552-3800
3113,에이트약국,"서울특별시 서초구 강남대로 423, 한승빌딩 1층 (서초동)",02-534-8828
3114,에이티약국,서울특별시 서초구 강남대로 27,02-3411-1632
3115,엔젤약국,"서울특별시 강서구 양천로 476, 금부빌딩 402호 (등촌동)",070-7543-5108
3116,엔젤팜약국,"서울특별시 강북구 삼양로19길 59, 대선빌딩 1층 (미아동)",02-986-3986
3117,엔젤팜약국,"서울특별시 도봉구 방학로3길 121, (쌍문동)",02-997-8213
3118,엔티약국,"서울특별시 서초구 효령로 292, 서울남부터미널 117호 (서초동)",02-6405-5500
3119,엔파트약국,"서울특별시 중랑구 망우로 203, 2층 203,204호 (중화동, 중화동주상복합)",02-435-2794
3120,엘리트약국,"서울특별시 서대문구 신촌로 99, 5층(창천동,엘리트빌딩)",02-392-5505
3121,엘림약국,"서울특별시 관악구 신림로 324, 1층 (신림동)",02-876-3304
3122,엘림온누리약국,"서울특별시 관악구 난곡로 316, 1층 (신림동)",02-2212-4805
3123,엘스3층온누리약국,서울특별시 송파구 올림픽로 119 (잠실동) 잠실파인애플상가,02-419-2480
3124,엘스약국,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 1층 B14~15호 (잠실동)",02-424-2111
3125,엘약국,"서울특별시 은평구 통일로 636, 은평 미드스퀘어 1층 109호 (녹번동)",02-6956-2258
3126,엘크루약국,"서울특별시 강동구 올림픽로 660, 1층 112호 (천호동, 천호엘크루주상복합)",02-487-6532
3127,엠플러스약국,"서울특별시 강남구 강남대로 378, 준빌딩 지하1층 (역삼동)",02-558-9799
3128,여름약국,"서울특별시 금천구 시흥대로 399, 시티렉스 107호 (독산동)",02-809-3361
3129,여의도미소약국,"서울특별시 영등포구 국제금융로6길 30, 백상빌딩 317호 (여의도동)",070-8848-0330
3130,여의도봄약국,"서울특별시 영등포구 의사당대로 127, 115호 (여의도동, 롯데캐슬엠파이어)",050-71471-0726
3131,여의도성모약국,서울특별시 영등포구 63로 45,02-784-6000
3132,여의도수약국,"서울특별시 영등포구 국제금융로 70, 미원빌딩 403호 (여의도동)",02-784-8994
3133,여의도씨티약국,"서울특별시 영등포구 여의대방로 375, 109호(여의도동,아일렉스타워)",02-784-8285
3134,여의도온누리약국,"서울특별시 영등포구 여의나루로 60, 여의도우체국 지하1층 137-1호 (여의도동)",02-782-3358
3135,여의도플러스약국,"서울특별시 영등포구 여의공원로 101, C.C.M.M빌딩 B117호 (여의도동)",02-3775-0995
3136,여인선약국,"서울특별시 강동구 천호대로170길 28, (성내동)",02-488-5191
3137,역삼다인약국,서울특별시 강남구 논현로 521-3,02-3453-3589
3138,역삼생생약국,"서울특별시 강남구 역삼로17길 64, 1층 3호 (역삼동)",02-2051-3300
3139,역삼센터약국,"서울특별시 강남구 테헤란로 231, 센터필드 B1층 WG23호 (역삼동)",02-6985-7252
3140,역삼약국,"서울특별시 강남구 역삼로 128, (역삼동,양원빌딩)",02-555-3877
3141,역삼오늘약국,"서울특별시 강남구 테헤란로26길 10, 성보빌딩 2층 (역삼동)",02-554-1472
3142,역삼우주약국,"서울특별시 강남구 언주로85길 32, 역삼역센트럴푸르지오 지하1층 B106호 (역삼동)",02-566-8259
3143,역삼이화약국,서울특별시 강남구 논현로 340,02-3288-8620
3144,역삼태평양약국,"서울특별시 강남구 논현로 564, 1층 (역삼동)",02-3453-4954
3145,역삼하나약국,서울특별시 강남구 논현로105길 25 1층,02-569-4111
3146,역삼하이츠온누리약국,"서울특별시 강남구 테헤란로 151, 역삼하이츠빌딩 지하1층 B1-9호 (역삼동)",02-557-3055
3147,연남약국,서울특별시 마포구 양화로21길 31  (동교동),02-336-1533
3148,연당약국,"서울특별시 강동구 양재대로 1655, 2층 (명일동)",02-3426-2323
3149,연도약국,서울특별시 은평구 은평로 144,02-355-1534
3150,연두약국,"서울특별시 서초구 태봉로 70, 우면프라자Ι 110호 (우면동)",02-576-1097
3151,연두약국,"서울특별시 구로구 가마산로 232, 지하1층 B110호 (구로동, 스페스큐브)",02-853-5677
3152,연서메디칼약국,"서울특별시 은평구 연서로 253-9, 1층 (불광동)",02-357-9725
3153,연성약국,"서울특별시 양천구 중앙로 262, 1층 102호 (신정동)",02-2647-0998
3154,연세드림약국,"서울특별시 중구 을지로 255, 1층 (을지로6가)",02-2261-2251
3155,연세메디칼약국,"서울특별시 중랑구 동일로 890, 1층 (묵동)",02-972-6332
3156,연세스타약국,서울특별시 은평구 연서로 183-12 (갈현동),02-389-7255
3157,연세약국,"서울특별시 중랑구 망우로63길 5, 연세약국 (망우동)",02-438-1996
3158,연세약국,"서울특별시 강북구 도봉로 345, 1층 (수유동)",02-991-7999
3159,연세약국,서울특별시 양천구 화곡로4길 21 (신월동),02-2695-0933
3160,연세약국,"서울특별시 노원구 노해로 492, 204호 (상계동, 프린스빌딩)",02-933-1898
3161,연세약국,서울특별시 동대문구 전농로16길 11 (전농동),02-2213-1239
3162,연세약국,"서울특별시 마포구 성미산로10길 44, (서교동)",02-324-2148
3163,연세열린약국,"서울특별시 강남구 도곡로 255, studie 타워 1층 (역삼동)",02-569-8114
3164,연세열린약국,서울특별시 구로구 개봉로 23  (개봉동),02-2683-9003
3165,연세온누리약국,서울특별시 서초구 신반포로 177,02-537-8738
3166,연세정약국,"서울특별시 성북구 화랑로 201 (장위동, 대영치과)",02-943-0900
3167,연세참사랑약국,서울특별시 마포구 서강로 110 1층 (신수동),02-3273-7582
3168,연세참사랑약국,"서울특별시 노원구 동일로 992, 101호 (공릉동)",02-979-0770
3169,연세파란약국,서울특별시 중랑구 동일로 645(면목동),02-493-8856
3170,연세팜약국,"서울특별시 강남구 학동로4길 24, 101호 (논현동)",02-518-2338
3171,연세프라자약국,서울특별시 마포구 서강로 97,02-323-2995
3172,연세현약국,"서울특별시 노원구 한글비석로 436-1, 1층 (상계동)",02-932-5930
3173,연세희망약국,서울특별시 은평구 연서로 175 (갈현동),02-353-3589
3174,연수당약국,"서울특별시 동대문구 무학로34길 11, (용두동)",02-926-8152
3175,연수당약국,서울특별시 강서구 강서로18길 26  (화곡동),02-2694-7732
3176,연수약국,"서울특별시 노원구 상계로 65, (상계동)",02-938-0080
3177,연신내메디칼약국,서울특별시 은평구 연서로 246  (불광동),02-355-6543
3178,연신내약국,"서울특별시 은평구 연서로 230, 1층 (대조동)",02-389-9288
3179,연신내영재약국,"서울특별시 은평구 연서로 246 (불광동, 타워클리닉)",02-382-8123
3180,연신우리약국,서울특별시 은평구 통일로 839 (대조동),02-382-6229
3181,연신종로약국,"서울특별시 은평구 연서로32길 3 (불광동, 남재빌딩)",02-359-4341
3182,연약국,"서울특별시 성북구 동소문로 12, 지층 (동소문동2가)",02-3675-5778
3183,연약국,"서울특별시 강남구 영동대로 416, 케이티앤지 타워 지하1층 (대치동)",02-554-8199
3184,연약국,서울특별시 광진구 아차산로 241,02-466-1288
3185,연주약국,"서울특별시 강북구 한천로105길 7, 1층 101호 (번동)",02-989-8315
3186,연진약국,서울특별시 광진구 아차산로29길 12,02-462-3355
3187,연합약국,서울특별시 중구 퇴계로 120  (남산동1가),02-778-3465
3188,연희약국,"서울특별시 서대문구 성산로 317, 1층 (연희동)",02-335-6242
3189,연희약국,"서울특별시 서대문구 성산로 317, 1층 (연희동)",02-335-6242
3190,연희온누리약국,"서울특별시 용산구 한강대로 297, 2층 (갈월동)",02-3273-7778
3191,연희위드팜약국,서울특별시 서대문구 성산로 521 (대신동),02-312-6949
3192,연희종로약국,"서울특별시 서대문구 연희로 109, (연희동)",02-3141-4040
3193,열린대학약국,서울특별시 강북구 숭인로 63-1 1층,02-986-1022
3194,열린약국,"서울특별시 구로구 고척로 142-1, (고척동)",02-2625-6040
3195,열린약국,"서울특별시 성북구 종암로19길 17, 양지빌딩 104호 (종암동)",02-921-5233
3196,열린약국,서울특별시 강남구 일원로 95,02-3411-1007
3197,열린약국,"서울특별시 마포구 신촌로 16, 1층 (동교동)",02-3141-4557
3198,열린약국,"서울특별시 강동구 상암로 104, A동 101호 (천호동)",02-477-5756
3199,열린약국,"서울특별시 송파구 가락로 166, 1층 (송파동)",02-424-7048
3200,열린약국,"서울특별시 종로구 종로 204, 1,2층 (종로4가)",02-2264-8210
3201,열린약국,"서울특별시 양천구 지양로 73, 1층 (신월동)",02-2690-2110
3202,열린약국,"서울특별시 서초구 동작대로 130, (방배동)",02-532-9189
3203,열린약국,서울특별시 관악구 양녕로 50 금강빌딩 3층 (봉천동),02-872-0910
3204,열린약국,서울특별시 은평구 은평로 197-2,02-355-3464
3205,열린약국,"서울특별시 중구 청계천로 400, 지하2층 (황학동, 롯데캐슬베네치아아파트)",02-2256-6990
3206,열린약국,"서울특별시 동작구 보라매로5길 23, 지하1층 B117호 (신대방동, 삼성보라매옴니타워)",02-849-8250
3207,열린온누리약국,"서울특별시 종로구 숭인동길 21  (숭인동, 종로청계힐스테이트)",02-2242-3552
3208,열린온누리약국,"서울특별시 서초구 강남대로85길 5, 1층 (반포동)",02-543-0777
3209,열린프라자약국,서울특별시 은평구 통일로 750  (불광동),02-3157-0079
3210,열린프라자약국,"서울특별시 강동구 천호대로170길 26, (성내동)",02-478-5214
3211,열방약국,서울특별시 노원구 덕릉로 779 (상계동),02-952-8560
3212,염광당약국,서울특별시 동대문구 고산자로 472 (제기동),02-962-3469
3213,염창메디칼약국,"서울특별시 강서구 양천로 731  (염창동, 염창동동아3차아파트)",02-3662-0069
3214,영광메디컬약국,"서울특별시 관악구 신림로 158, 1층 1호 (신림동, 영광빌딩)",02-873-4760
3215,영광약국,서울특별시 금천구 시흥대로141길 65,02-855-8851
3216,영동약국,"서울특별시 강남구 강남대로 526, 1층 (논현동)",02-540-5485
3217,영동프라자약국,서울특별시 서초구 강남대로 521-4 태영빌딩 1층,02-547-0594
3218,영등포21세기온누리약국,서울특별시 영등포구 당산로36길 12,02-2636-7588
3219,영등포길약국,"서울특별시 영등포구 영신로34길 10, 영남빌딩 1층 109호 (영등포동4가)",02-2675-9777
3220,영등포시장약국,서울특별시 영등포구 영중로 62  (영등포동5가),02-2634-9321
3221,영등포제일약국,"서울특별시 영등포구 영중로 51-1, 1층 (영등포동6가)",02-2068-7277
3222,영등포진약국,"서울특별시 영등포구 영중로 63, 1층 (영등포동6가)",02-3141-0683
3223,영락온누리약국,서울특별시 도봉구 시루봉로 290,02-3493-6350
3224,영림약국,서울특별시 송파구 올림픽로 203  (잠실동),02-412-0640
3225,영림약국,"서울특별시 동대문구 망우로21길 16, 1층 (휘경동)",02-2245-9388
3226,영민약국,서울특별시 성동구 성수일로10길 32,02-466-1377
3227,영민약국,서울특별시 양천구 목동동로 430 (목동),02-2648-3402
3228,영보약국,서울특별시 송파구 백제고분로 202 (삼전동),02-414-2411
3229,영보약국,"서울특별시 강서구 양천로57길 16, (가양동)",02-3664-0552
3230,영생약국,"서울특별시 성북구 종암로5길 36, 상가동 1호 (종암동)",02-928-5777
3231,영신당약국,서울특별시 동대문구 약령동길 50 (제기동),02-965-2111
3232,영신약국,서울특별시 서대문구 거북골로14길 32,02-372-2126
3233,영신약국,서울특별시 노원구 한글비석로24길 57 (상계동),02-936-5316
3234,영암약국,서울특별시 관악구 원신2길 34,02-878-0659
3235,영약국,"서울특별시 송파구 송파대로 345, 1A동 5층 5001호 (가락동, 헬리오시티)",02-400-3506
3236,영약국,서울특별시 강북구 한천로170길 5 (수유동),02-993-1878
3237,영약국,서울특별시 은평구 은평로10길 5 (응암동),02-387-7498
3238,영약국,"서울특별시 서초구 강남대로 415, 대동빌딩 4층 (서초동)",02-533-3321
3239,영양과건강약국,"서울특별시 강남구 강남대로 532, 202호(논현동, 은훈빌딩)",02-3445-6625
3240,영원약국,서울특별시 강남구 봉은사로 108 1층,02-3288-9988
3241,영인약국,"서울특별시 영등포구 도림로 188, 1층 (대림동)",02-844-8818
3242,영일약국,"서울특별시 강동구 풍성로37길 39-21, 1층 (성내동)",02-473-2872
3243,영일약국,서울특별시 강서구 양천로 658,02-3661-2954
3244,영일온누리약국,"서울특별시 중랑구 면목로 457, (상봉동)",02-491-9089
3245,영임약국,"서울특별시 강동구 구천면로 233, 110호 (천호동)",02-475-1016
3246,영준약국,서울특별시 성북구 오패산로3길 146  (하월곡동),02-912-4813
3247,영지약국,"서울특별시 강남구 도산대로92길 6, (청담동)",02-547-3443
3248,영진약국,"서울특별시 마포구 망원로8길 67, 1층 (망원동)",02-323-1114
3249,영진약국,"서울특별시 강남구 학동로 421, 1층 일부(청담동, 원영빌딩)",02-545-3121
3250,영창당약국,서울특별시 은평구 통일로 843,02-355-2039
3251,영화당약국,서울특별시 성동구 사근동길 53 (사근동),02-2293-0180
3252,영화약국,서울특별시 종로구 종로41길 47 (종로6가),02-764-4868
3253,영훈약국,"서울특별시 도봉구 덕릉로 222, (창동)",02-900-3943
3254,예다인온누리약국,"서울특별시 강서구 양천로 452, 1층105-1호(등촌동,예다인상가)",02-2658-7115
3255,예닮약국,서울특별시 금천구 시흥대로 403,02-866-6883
3256,예쁜약국,"서울특별시 동작구 서달로 166, 2층 (흑석동)",02-812-1029
3257,예사랑약국,"서울특별시 용산구 이촌로 352, 103호 (용산동6가, 신동아쇼핑)",02-3477-7500
3258,예사랑약국,"서울특별시 송파구 백제고분로 446, 송암빌딩 2층 201호 (방이동)",02-413-4881
3259,예사랑온누리약국,서울특별시 은평구 갈현로11길 43 ,02-358-6226
3260,예성약국,"서울특별시 강서구 강서로 143, 1층 (화곡동, 삼화빌딩)",02-2699-9513
3261,예솔약국,"서울특별시 중구 청파로 464, 103동 207호(중림동,브라운스톤서울)",02-365-3652
3262,예약국,"서울특별시 강서구 공항대로41길 75, 경원프라자 108,109호 (등촌동)",02-2668-2925
3263,예원약국,"서울특별시 관악구 쑥고개로 110, 1층 (봉천동)",02-879-8989
3264,예은약국,"서울특별시 종로구 진흥로 456, 1층 (구기동)",02-379-9920
3265,예인약국,"서울특별시 양천구 지양로 82, 1층5호 (신월동)",02-2692-4373
3266,예인약국,"서울특별시 중랑구 면목로 415, (면목동)",02-432-1550
3267,예일약국,"서울특별시 광진구 구의로 23, (구의동)",02-453-4341
3268,예일약국,"서울특별시 강동구 양재대로 1603, (천호동)",02-477-9458
3269,예일태평양약국,"서울특별시 은평구 연서로 137, (구산동)",02-389-8383
3270,예전약국,"서울특별시 성동구 왕십리로20길 34, (홍익동)",02-2292-4642
3271,예주약국,"서울특별시 양천구 목동서로 67, 115호 (목동)",02-2648-4231
3272,예주약국,"서울특별시 강남구 논현로115길 72, 1층 (논현동)",02-3443-7589
3273,예주약국,서울특별시 관악구 남부순환로161길 75 (신림동),02-865-8492
3274,예지약국,"서울특별시 영등포구 도신로 87, (도림동)",02-848-2310
3275,예진약국,"서울특별시 은평구 갈현로 81 (역촌동, 그린빌딩)",02-355-2475
3276,예진약국,서울특별시 마포구 월드컵북로 402  (상암동),02-6393-5507
3277,예하약국,"서울특별시 동작구 성대로 24, (상도동)",02-817-8303
3278,오거리약국,"서울특별시 중랑구 면목로33길 33, (면목동)",02-494-4428
3279,오금중앙약국,"서울특별시 송파구 위례성대로20길 33, 삼광빌딩 (오금동)",02-403-3666
3280,오늘약국,서울특별시 강남구 도곡로 449 201호,02-556-3695
3281,오늘약국,"서울특별시 서대문구 신촌로 281, B동 1,2층 (북아현동)",070-8836-5066
3282,오늘약국,"서울특별시 영등포구 시흥대로 635, 대림메디컬빌딩 1층 (대림동)",02-2135-3560
3283,오렌지라임약국,"서울특별시 양천구 목동로 223, 1층 (신정동)",02-2601-8557
3284,오렌지약국,"서울특별시 중랑구 망우로 473, 무궁화빌딩 1층 (망우동)",02-2207-5230
3285,오렌지약국,서울특별시 동대문구 한천로 120 (장안동),02-2242-1559
3286,오렌지약국,"서울특별시 강북구 솔샘로 184, SK아파트주상가 115~116호 (미아동)",02-982-7247
3287,오렌지약국,"서울특별시 중구 을지로 100, 지하1층 (을지로2가, 파인에비뉴)",02-6031-0024
3288,오렌지약국,"서울특별시 송파구 송파대로 380, 행우빌딩 (송파동)",02-3432-9755
3289,오렌지약국,"서울특별시 강남구 도산대로 124, 1층일부(논현동,대영빌딩)",02-518-2022
3290,오렌지온누리약국,"서울특별시 송파구 오금로11길 37, 101호 (방이동)",02-416-5431
3291,오로라온누리약국,"서울특별시 동대문구 서울시립대로 92, 1층 (전농동)",02-2213-7967
3292,오류온누리약국,서울특별시 구로구 경인로 201 (오류동),02-2612-7156
3293,오류중앙약국,서울특별시 구로구 경인로 195  (오류동),02-2625-3338
3294,오리약국,"서울특별시 동작구 만양로 3, 101호 (상도동)",028130526
3295,오메디약국,"서울특별시 송파구 올림픽로37길 130, 파크리오 파크리오상가A동 3층 316호 (신천동)",02-421-0855
3296,오성약국,서울특별시 중구 퇴계로41길 51 (인현동2가),02-2278-2828
3297,오성약국,"서울특별시 중랑구 신내로 72, 원빌딩 (신내동)",070-8805-8844
3298,오수약국,서울특별시 강북구 도봉로53길 32 (미아동),02-988-5877
3299,오아시스약국,"서울특별시 동작구 양녕로 287  (상도동, 상도동대우유로카운티)",02-826-8501
3300,오약국,서울특별시 영등포구 당산로 163,02-2068-5005
3301,오약국,"서울특별시 송파구 백제고분로 386, 1층 (송파동)",02-415-6704
3302,오약국,"서울특별시 광진구 아차산로 466, 트리니티 빌딩 2층 (구의동)",02-444-6704
3303,오약국,"서울특별시 강남구 봉은사로 159, 정글빌딩 1층 (논현동)",02-549-7170
3304,오약국,서울특별시 서대문구 거북골로 120,02-373-1325
3305,오약국,"서울특별시 동작구 동작대로29길 69, 금강산보석불가마사우나 303호 (사당동)",02-536-1775
3306,오온누리약국,"서울특별시 은평구 진흥로 97, 1층 (역촌동)",02-701-7063
3307,오월애약국,"서울특별시 강남구 강남대로 616 (신사동, 신사미타워 102호)",02-544-0519
3308,오월애약국,"서울특별시 강동구 천호대로 1107, 102호 (길동,강동역SK허브)",02-477-3931
3309,오은약국,"서울특별시 은평구 서오릉로 174, 상가동 101호 (갈현동, 호림리슈리안아파트)",02-3157-3330
3310,오즈약국,"서울특별시 마포구 토정로31길 24, 상가동 B117호 (용강동, e편한세상마포3차아파트)",02-716-0254
3311,오층조은약국,"서울특별시 송파구 동남로 189, 503호 (가락동)",02-443-1606
3312,오피앙약국,서울특별시 노원구 동일로 1701,02-932-1905
3313,옥광약국,서울특별시 종로구 창경궁로 162-1 (원남동),02-741-0808
3314,옥광약국,서울특별시 영등포구 대림로 247,02-831-7580
3315,옥수대한약국,"서울특별시 성동구 독서당로 223, 지하209호 (옥수동)",02-2294-8871
3316,옥수벽산약국,"서울특별시 성동구 한림말길 56, 1층 (옥수동, 벽산빌라트)",02-2299-9337
3317,옥수이화약국,"서울특별시 성동구 매봉길 48, 106호 (옥수동)",02-2297-2123
3318,옥인온누리약국,"서울특별시 종로구 자하문로2길 4, 103호(적선동,경복빌딩)",02-725-1490
3319,온누리강변프라자약국,"서울특별시 광진구 광나루로56길 63 107,108,109호 (구의동)",02-3437-3027
3320,온누리건강약국,서울특별시 금천구 시흥대로 232  (시흥동),02-893-0530
3321,온누리건강약국,서울특별시 송파구 백제고분로12길 17 (잠실동),02-3431-4959
3322,온누리건강약국,"서울특별시 송파구 양재대로 1222 (방이동, 올림픽프라자상가 2층 10호)",02-404-9620
3323,온누리건강약국,서울특별시 중랑구 봉화산로 215  (신내동),02-3422-3097
3324,온누리구인당약국,"서울특별시 강남구 삼성로 150, 110호 (대치동, 한보미도종합상가)",02-552-5550
3325,온누리극동약국,서울특별시 광진구 아차산로 552 (광장동),02-452-3395
3326,온누리다나약국,"서울특별시 강서구 방화동로 56, 1층 (방화동)",02-2665-6200
3327,온누리대광약국,"서울특별시 영등포구 도림로38길 4, (대림동)",02-849-1330
3328,온누리대산약국,"서울특별시 관악구 시흥대로 560, 1층 (신림동)",02-853-4967
3329,온누리대성약국,"서울특별시 강북구 수유로 9, (수유동)",02-982-0525
3330,온누리대웅약국,"서울특별시 송파구 마천로 345, 1층 (마천동)",02-852-2999
3331,온누리동성약국,"서울특별시 서초구 동작대로 194, (방배동)",02-599-7772
3332,온누리두산약국,"서울특별시 성북구 화랑로48길 16, 101호 (석관동, 두산아파트상가)",02-959-2668
3333,온누리드림약국,서울특별시 관악구 성현로 80,02-886-9517
3334,온누리메디칼약국,서울특별시 광진구 아차산로 220 (자양동),02-461-0120
3335,온누리모세종약국,"서울특별시 강동구 고덕로83길 18, (고덕동)",02-429-1427
3336,온누리미소약국,"서울특별시 마포구 월드컵로 29, 지하2층 (합정동, JH빌딩)",02-323-4052
3337,온누리민생약국,"서울특별시 은평구 통일로87길 5-10, 1층 (갈현동)",02-356-5139
3338,온누리민우약국,서울특별시 성북구 돌곶이로22길 49 (석관동),02-969-4582
3339,온누리백제약국,"서울특별시 구로구 고척로 212, 102호 (고척동, 오토젠빌딩)",02-2619-6150
3340,온누리백합약국,"서울특별시 용산구 후암로 33-3, 1층 (후암동)",02-774-2002
3341,온누리보람약국,서울특별시 노원구 한글비석로 474 보람상가 (상계동),02-933-3885
3342,온누리봄빛약국,서울특별시 송파구 양산로10길 4 (거여동),02-431-0419
3343,온누리부부약국,서울특별시 강동구 진황도로 189,02-487-6703
3344,온누리사랑약국,"서울특별시 중랑구 용마산로 438, (면목동)",02-494-2790
3345,온누리사랑의약국,"서울특별시 구로구 구로동로15길 17, (구로동)",02-862-2884
3346,온누리삼선약국,"서울특별시 강동구 동남로81길 50, 103호 (고덕동)",02-427-0033
3347,온누리삼일약국,"서울특별시 강동구 구천면로42길 17, (천호동)",02-484-1216
3348,온누리새소망약국,"서울특별시 은평구 은평터널로 65  (수색동, 대림한숲타운아파트)",02-309-3771
3349,온누리새전일약국,서울특별시 관악구 법원단지길 37,02-859-2951
3350,온누리선명약국,서울특별시 광진구 용마산로 58,02-446-6940
3351,온누리선약국,"서울특별시 서대문구 통일로 131 ,4층 2호",02-364-9648
3352,온누리성모약국,"서울특별시 성북구 성북로4길 52, 417동 1102호 (돈암동, 한신한진아파트)",02-927-1282
3353,온누리성심약국,"서울특별시 강동구 성안로 147, (천호동)",02-479-4335
3354,온누리성원약국,서울특별시 강동구 구천면로 269-1,02-476-3193
3355,온누리성원약국,"서울특별시 강서구 방화동로16길 32, (방화동)",02-2663-5547
3356,온누리세종약국,서울특별시 동작구 동작대로7길 84 (사당동),02-584-3828
3357,온누리솔약국,"서울특별시 송파구 올림픽로35길 112, 2동 303호 (신천동, 장미아파트 비상가)",02-415-6667
3358,온누리송학대약국,"서울특별시 동작구 장승배기로 119, (노량진동)",02-814-0639
3359,온누리수경약국,서울특별시 관악구 난향길 4 (신림동),02-864-7311
3360,온누리수약국,"서울특별시 도봉구 해등로 190, 3층 314호 (쌍문동)",02-999-5450
3361,온누리신용약국,서울특별시 중랑구 중랑천로 114-1  (중화동),02-434-6821
3362,온누리약국,"서울특별시 노원구 상계로5길 12, 112호, 113호 (상계동, 동양메이저상가)",02-931-0532
3363,온누리약국,서울특별시 마포구 월드컵북로 126,02-322-3450
3364,온누리엄마손약국,"서울특별시 송파구 송파대로 415, 1층 (석촌동)",02-416-3389
3365,온누리연세약국,"서울특별시 은평구 연서로 181, 1층 (갈현동)",02-352-2086
3366,온누리옥산약국,"서울특별시 송파구 동남로 141, 옥산빌딩 (가락동)",02-400-8501
