,약국명,주소,전화번호
629,종로프라자약국,"서울특별시 용산구 한강대로23길 55 (한강로3가, 이마트내)",02-2012-1276
630,종로프라자약국,"서울특별시 도봉구 노해로65길 14-3, 1층 (창동)",02-907-4266
631,종로프라자약국,서울특별시 종로구 자하문로 63  (옥인동),02-736-0806
632,종로프라자약국,"서울특별시 동대문구 사가정로 226, 101호~104호 (장안동)",02-2242-2182
633,종오약국,"서울특별시 마포구 만리재로 130, 1층 (공덕동)",02-514-4105
634,종우약국,"서울특별시 광진구 뚝섬로 480, 1층 (자양동)",02-464-4756
635,종원약국,서울특별시 강남구 강남대로118길 38  (논현동),02-548-8969
636,좋은하루온누리약국,"서울특별시 양천구 목동동로 309, 행복한세상 킴스클럽 지하1층 (목동)",02-6952-5777
637,주약국,"서울특별시 강서구 공항대로 23, (공항동)",02-2662-0431
638,중경당약국,"서울특별시 동대문구 장한로 58, 1층 (장안동)",02-2246-1220
639,중계상록수약국,"서울특별시 노원구 중계로 218, 원광빌딩 1층 102호 (중계동)",02-931-6528
640,중곡종로약국,서울특별시 광진구 용마산로 46  (중곡동),02-2201-4321
641,중앙약국,서울특별시 영등포구 경인로102길 13  (영등포동),02-2678-2268
642,중앙약국,"서울특별시 강남구 선릉로 815, 1층 5호 (신사동, 신한양빌딩)",02-542-6354
643,중외약국,서울특별시 강남구 학동로4길 35 (논현동),02-549-1771
644,지니약국,"서울특별시 송파구 올림픽로 305, 잠실역8호선 지하1층 107, 108호 (신천동)",02-416-2023
645,지민약국,서울특별시 성북구 삼선교로 87 (삼선동4가),02-953-5674
646,지선약국,"서울특별시 마포구 월드컵북로 185, (성산동)",02-376-2534
647,지안약국,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 4층 OV3-1 호 (행당동)",02-2200-1577
648,지영오행당약국,"서울특별시 종로구 성균관로 32-2, (명륜2가)",02-766-9438
649,지하근화사약국,"서울특별시 중구 을지로 131, (을지로3가,지하상가 3-11)",02-2272-4986
650,지하철약국,"서울특별시 송파구 올림픽로 지하 265 (잠실동, 잠실역지하상가 B-13호)",02-423-1919
651,지현약국,서울특별시 영등포구 영등포로 399-5  (신길동),02-842-6905
652,진선약국,서울특별시 강남구 선릉로 424  (대치동),02-567-0429
653,진성온누리약국,서울특별시 도봉구 도봉로 681 (방학동),02-3494-5177
654,진약국,"서울특별시 노원구 노해로 452, (상계동)",02-935-8266
655,진약국,"서울특별시 광진구 동일로60길 14, (군자동)",02-467-1116
656,진영약국,서울특별시 광진구 아차산로57길 42 (구의동),02-454-8827
657,진주약국,서울특별시 광진구 자양로15길 9  (자양동),02-446-8279
658,참마음약국,"서울특별시 마포구 양화로 73, (서교동)",02-3141-0258
659,참사랑약국,"서울특별시 관악구 호암로26길 1, (신림동)",02-882-5618
660,참사랑약국,"서울특별시 광진구 용마산로 23, 1층 (중곡동)",02-446-8543
661,참약국,서울특별시 마포구 와우산로 149 1층,070-8163-2488
662,참약사 장수약국,서울특별시 관악구 남부순환로 2062 (남현동),02-598-1955
663,참약사플러스약국,서울특별시 중랑구 면목로 303(면목동),070-4647-4656
664,참조은약국,"서울특별시 광진구 광나루로 366, (화양동)",02-467-8893
665,참좋은약국,서울특별시 강남구 테헤란로87길 17,02-508-1363
666,창대온누리약국,서울특별시 양천구 목동중앙북로 13-1 (목동),02-2653-6788
667,창덕약국,서울특별시 노원구 동일로182길 20 (공릉동),02-972-2933
668,창동남대문약국,"서울특별시 도봉구 덕릉로 223, (창동)",02-995-6005
669,창동종로약국,"서울특별시 도봉구 노해로63길 84-3, 1층 (창동)",02-992-2376
670,천사약국,"서울특별시 강동구 구천면로 297, (천호동)",02-482-8484
671,천사온누리약국,서울특별시 동작구 서달로 146 (흑석동),02-812-3660
672,천세약국,서울특별시 금천구 시흥대로 274,02-802-4303
673,천수약국,서울특별시 강서구 가로공원로76길 63 (화곡동),02-2692-3552
674,천수온누리약국,서울특별시 금천구 가산로 111 ,02-864-3897
675,천호역자몽약국,"서울특별시 강동구 천호대로 지하997, 천호역 지하1층 547-121호 (천호동)",02-6484-6119
676,청구약국,서울특별시 강북구 삼양로 255 (미아동),02-989-1449
677,청년약국,"서울특별시 노원구 공릉로 213, 102동 103호 (공릉동, 동신아파트)",070-7763-3297
678,청담와이약국,"서울특별시 강남구 압구정로 461, B104호 (청담동)",02-512-7262
679,청룡중앙약국,"서울특별시 은평구 가좌로 233, 연희타워 103호 (응암동)",02-303-6550
680,청백약국,"서울특별시 강북구 삼양로 623, 1층 (우이동)",02-993-2787
681,청운약국,"서울특별시 관악구 양녕로 30, (봉천동)",02-877-7977
682,청운약국,서울특별시 동대문구 휘경로23길 14 (휘경동),02-967-4548
683,친절한약국,서울특별시 송파구 올림픽로32길 13 (방이동),02-421-6251
684,케이약국,"서울특별시 강남구 도산대로12길 6, 1층 (논현동)",02-511-8806
685,코끼리약국,"서울특별시 송파구 석촌호수로 78 (잠실동, 1층 30호)",02-420-2290
686,코코온누리약국,서울특별시 강남구 강남대로 406 ,02-539-1500
687,큰길약국,"서울특별시 강남구 강남대로 370, 지하1층 (역삼동)",02-553-1517
688,타운약국,"서울특별시 은평구 통일로 855-8, 연신내진원와이타운 102호 (갈현동)",02-356-8647
689,태림약국,"서울특별시 관악구 장군봉2길 2, (봉천동)",02-882-9961
690,태양당약국,"서울특별시 관악구 국회단지길 10, 1층 (봉천동)",02-883-2176
691,태양약국,"서울특별시 강서구 등촌로13길 31, (화곡동)",02-2651-9504
692,태양약국,서울특별시 구로구 경인로 191 (오류동),02-2685-1017
693,태창온누리약국,"서울특별시 관악구 쑥고개로 126-1, (봉천동)",02-889-6599
694,태평양약국,서울특별시 성북구 보국문로16길 31 (정릉동),02-919-2525
695,태평양약국,"서울특별시 마포구 홍익로 1, 1층 (서교동)",02-322-8344
696,태평양약국,"서울특별시 서초구 중앙로 582, 103호 (우면동, 서초타워)",02-575-7220
697,태평양약국,서울특별시 송파구 석촌호수로 100 (잠실동),02-2202-0949
698,태평양약국,"서울특별시 관악구 남부순환로 1591, 1층 (신림동)",02-878-5109
699,태평양온누리약국,"서울특별시 양천구 신월로 314, 1층 (신정동)",02-2652-9007
700,테헤란건강약국,서울특별시 강남구 선릉로86길 17  (대치동),02-556-4166
701,트리플약국,서울특별시 강남구 도산대로 108 (논현동) 1층 일부,02-517-5256
702,튼튼약국,"서울특별시 중랑구 면목로 358, 1층 (면목동)",02-435-6985
703,파랑새약국,"서울특별시 종로구 대학로 121, 1호, 2호 (명륜4가)",02-743-7735
704,파마트엘지약국,"서울특별시 마포구 양화로 156, 116호(동교동,엘지팰리스빌딩)",02-326-1678
705,파크약국,"서울특별시 강남구 도산대로50길 9, 1층 (논현동, 청석빌딩)",02-3443-5561
706,팜메이트대학당약국,"서울특별시 서초구 서초중앙로22길 40, (서초동)",02-585-3092
707,팜엑스약국,서울특별시 강남구 봉은사로 524  (삼성동),02-6002-3060
708,팜코리아약국,"서울특별시 중랑구 면목로 352, (면목동)",02-433-8421
709,팜코리아약국,"서울특별시 도봉구 도봉로 733, 1층 (도봉동)",02-955-7017
710,팜코리아약국,"서울특별시 양천구 등촌로 26, 1층 101호 (목동)",02-2648-8003
711,팜코리아약국,서울특별시 송파구 가락로 99 (석촌동),02-424-6167
712,팜프라자약국,"서울특별시 노원구 동일로 1066, 1층 (공릉동)",02-6396-3003
713,펜타약국,"서울특별시 강북구 도봉로 지하50, 미아사거리역 B1층 416-115호 (미아동)",02-501-7337
714,평화약국,"서울특별시 동작구 남부순환로 2059, 1층 (사당동)",02-582-5353
715,평화약국,서울특별시 관악구 남부순환로 1784,02-885-3575
716,푸른온누리약국,"서울특별시 서초구 바우뫼로35길 22, 1층 (양재동)",02-571-8279
717,풍납라파약국,서울특별시 송파구 바람드리길 33 (풍납동),02-488-8878
718,프라자사랑약국,"서울특별시 광진구 능동로 315 (중곡동, 대남빌딩)",0222054000
719,플러스약국,"서울특별시 종로구 종로 78, 1층 (종로2가, 미려빌딩)",02-733-4163
720,플러스약국,"서울특별시 강남구 테헤란로 111, 대건빌딩 1층 일부호 (역삼동)",070-7783-4101
721,플러스약국,서울특별시 구로구 경인로 661  (신도림동),02-3439-8855
722,플러스엔약국,서울특별시 서초구 강남대로53길 7 ,02-511-7255
723,필약국,"서울특별시 관악구 남부순환로 1605, 1층 (신림동)",02-6954-0579
724,하나로온누리약국,"서울특별시 관악구 은천로 38, (봉천동)",02-875-8005
725,하나약국,"서울특별시 강동구 양재대로 1466, 1층 102호 (길동)",02-436-2666
726,하늘약국,"서울특별시 관악구 장군봉1길 56, 101호 (봉천동, 우형쇼핑센타)",02-877-6431
727,하님약국,"서울특별시 노원구 한글비석로 410, 1층 (상계동)",02-939-1827
728,하이팜약국,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 2층 (진관동)",02-2097-2659
729,하트약국,"서울특별시 종로구 대학로 128, 1층 (동숭동)",02-766-8991
730,한겨레약국,"서울특별시 은평구 연서로 219, 1층(갈현동)",02-353-4005
731,한결약국,"서울특별시 양천구 오목로 344 (목동, 청학빌딩)",02-2646-8842
732,한국생약국,"서울특별시 관악구 쑥고개로 71, (봉천동)",02-878-2743
733,한길약국,"서울특별시 성동구 동일로 261, 건국빌딩 1층 (송정동)",02-467-8231
734,한길약국,"서울특별시 관악구 남부순환로 1739, (봉천동)",02-876-2861
735,한독약국,서울특별시 종로구 동숭길 52,02-762-4636
736,한독프라자약국,"서울특별시 구로구 구로동로26길 133, (구로동)",02-856-9843
737,한사랑약국,"서울특별시 광진구 자양로 294-1, (구의동)",02-456-5961
738,한사랑온누리약국,"서울특별시 동대문구 신이문로 41, 1층 (이문동)",02-969-0976
739,한성약국,"서울특별시 서초구 신반포로 257 지하1층 (잠원동, 뉴타운)",02-537-1840
740,한솔약국,서울특별시 송파구 백제고분로45길 5 (송파동),02-415-8087
741,한울약국,서울특별시 양천구 오목로 299,02-2651-8647
742,한중약국,"서울특별시 영등포구 도림로 144, 88월드타워 104호 (대림동)",02-849-5400
743,한중약국,서울특별시 구로구 구로동로 8  (가리봉동),02-863-8575
744,합격약국,서울특별시 동작구 만양로14길 57 (노량진동),02-3280-2680
745,합정365약국,"서울특별시 마포구 독막로 14, 1층 (합정동)",02-6407-3031
746,합정동산약국,"서울특별시 마포구 양화로 45, C-17호 (서교동, 홈플러스합정점)",02-338-0026
747,합정스타약국,"서울특별시 마포구 양화로 지하45, 합정역 B1층 109호 (합정동)",02-323-0202
748,해맑은약국,서울특별시 강남구 남부순환로363길 13,02-571-0029
749,해인약국,"서울특별시 광진구 아차산로33길 63, 1층 (화양동)",02-467-2519
750,햇살약국,"서울특별시 강동구 동남로71길 32, 환타지아 103호 (명일동)",024417716
751,행복나무약국,"서울특별시 강동구 천호대로157길 54, 1층 (천호동)",02-487-8880
752,행복한수약국,서울특별시 강남구 강남대로 446,02-558-7430
753,행복한약국,"서울특별시 성북구 보문로34길 59, 1층(동선동1가)",02-927-8253
754,행운약국,서울특별시 종로구 대명길 21-2(명륜4가),02-765-9997
755,헤르바당산역약국,"서울특별시 영등포구 양평로 지하 40, 당산역 지하1층 (당산동6가)",02-2636-3398
756,헬로팜약국,"서울특별시 송파구 올림픽로12길 5, 정호빌딩 (잠실동)",02-415-1121
757,현우약국,"서울특별시 서대문구 연세로 29-1, 1층 (창천동)",02-334-3979
758,형제약국,"서울특별시 금천구 금하로 707, (시흥동)",02-803-4973
759,혜중약국,서울특별시 동대문구 이문로 186 (이문동),02-967-6692
760,호림약국,"서울특별시 광진구 동일로30길 28, (화양동)",02-468-1027
761,호수약국,"서울특별시 송파구 송파대로49길 52, A동 102호 (석촌동)",02-415-8852
762,호원약국,서울특별시 강남구 언주로108길 15  (역삼동),02-567-5534
763,호원엠약국,"서울특별시 강동구 성내로 66, 채원빌딩 (성내동)",02-488-1512
764,호호약국,"서울특별시 관악구 남부순환로 1595, 1층 (신림동)",02-882-2633
765,홍대365약국,"서울특별시 마포구 와우산로27길 43, 1층 (서교동)",02-3141-1084
766,홍대수약국,"서울특별시 마포구 홍익로3길 11, 1층 (서교동)",02-334-3005
767,홍대어울림약국,"서울특별시 마포구 어울마당로 128, 1층 (서교동)",02-332-9233
768,홍대참신한약국,"서울특별시 마포구 어울마당로 62, 1층 (서교동)",02-6368-5799
769,홍익약국,"서울특별시 마포구 양화로18길 7, 1층 (동교동)",02-337-5414
770,화곡부성약국,"서울특별시 강서구 곰달래로 223, 화곡동상가 104호 (화곡동)",02-722-7585
771,화랑온누리약국,서울특별시 노원구 공릉로 150 (공릉동) 1층,02-975-4151
772,화생약국,"서울특별시 동작구 노량진로6길 26, 1층 (노량진동)",02-813-1551
773,화성약국,서울특별시 성북구 오패산로 73 (하월곡동),02-913-8936
774,환승센터약국,"서울특별시 송파구 잠실로 지하 156, 잠실광역환승센터 지하1층 101호 (신천동)",02-424-2365
775,활명당약국,"서울특별시 서대문구 통일로 145-1, (냉천동)",02-363-2606
776,후생약국,서울특별시 송파구 마천로45길 15 (마천동),02-400-0614
777,휴베이스다정약국,"서울특별시 관악구 남부순환로 1944, 1층 (봉천동)",02-878-0222
778,휴베이스대학약국,"서울특별시 관악구 남부순환로 1603, 101호 (신림동)",02-888-7744
779,흥명약국,"서울특별시 동대문구 고산자로30길 56, (용두동)",02-963-0617
780,희망약국,"서울특별시 관악구 쑥고개로 53, 1층 (봉천동)",02-874-9488
781,희망약국,"서울특별시 노원구 동일로230가길 15, 103호 (상계동, 우방아파트상가)",02-939-9831
782,365구생약국,"서울특별시 은평구 통일로 739, 1층 (대조동)",02-353-1144
783,365그랜드약국,"서울특별시 금천구 시흥대로62길 29, 1층 (시흥동)",02-896-1223
784,365그린약국,"서울특별시 강서구 강서로 43, B104호 (화곡동, 도양라비앙타워)",02-2602-8006
785,365마트약국,"서울특별시 영등포구 영중로 125, 롯데마트 1층 (영등포동8가)",02-2633-4865
786,365열린약국,서울특별시 관악구 남부순환로 1615  (신림동),02-874-2332
787,365열린약국,"서울특별시 강서구 공항대로41길 52, 버들빌딩 1층 (등촌동)",02-3661-3650
788,365열린약국,"서울특별시 영등포구 영중로 119, 리마크빌 영등포 2층 204-2호 (영등포동8가)",02-2633-2800
789,365열린약국,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 105호 (개봉동)",02-3666-0784
790,365자양미소약국,"서울특별시 광진구 뚝섬로 606, 1층 (자양동)",02-453-7985
791,365정화약국,"서울특별시 노원구 상계로 59, 동익빌딩 1층 7,8호 (상계동)",02-935-4869
792,365종로약국,"서울특별시 동대문구 전농로 60-1, 1층 (답십리동)",02-2215-8704
793,365플러스약국,"서울특별시 동대문구 천호대로 133, 홈플러스 동대문점 지하2층 (용두동)",02-963-0110
794,7번약국,"서울특별시 강북구 도봉로 339, 1층 (수유동)",02-904-7773
795,7형제약국,"서울특별시 강동구 진황도로 179, 1층 (둔촌동)",02-478-9855
796,W스토아청와약국,서울특별시 구로구 디지털로 227 (가리봉동),02-855-1482
797,가까운약국,"서울특별시 영등포구 당산로 34, 로데오 ？ 쇼핑몰 1층 (문래동3가)",02-2671-8231
798,가까운약국,"서울특별시 은평구 통일로 738, 1층 3호 (불광동)",02-356-9813
799,가나안약국,"서울특별시 중랑구 봉우재로 39, (면목동)",02-434-9259
800,가산약국,서울특별시 금천구 가산로 116 (가산동),02-838-1158
801,강남구청역약국,"서울특별시 강남구 학동로 지하 346, 강남구청역 B1층 111호 (삼성동)",02-511-6252
802,강남보선약국,서울특별시 강남구 도곡로 516  (대치동),02-568-2310
803,강남새천년온누리약국,"서울특별시 강남구 도곡로 523, 1층 (대치동)",02-552-3524
804,강남세계로약국,"서울특별시 강남구 논현로 52, 남현빌딩 1층 (개포동)",02-572-2720
805,강남썬약국,"서울특별시 강남구 테헤란로4길 6, 강남역 센트럴 푸르지오 시티 1층 118호 (역삼동)",02-567-7637
806,강남씨티약국,"서울특별시 강남구 강남대로 416, 1층 (역삼동, 창림빌딩)",02-553-1608
807,강남웰약국,"서울특별시 강남구 강남대로 432, 점프밀라노 지하1층 101호 (역삼동)",02-6440-5656
808,강동성실약국,"서울특별시 강동구 진황도로 81, 강동투웨니퍼스트 1층 101호 (길동)",02-478-7001
809,강동태평양약국,서울특별시 강동구 양재대로 1343 (성내동),02-473-3377
810,강동한우리약국,서울특별시 강동구 올림픽로 778,02-481-3237
811,강림약국,서울특별시 동작구 시흥대로 668-2 (신대방동),02-832-8975
812,강서약국,"서울특별시 강서구 등촌로 75, 지덕빌딩 (등촌동)",02-2644-2154
813,강서종로약국,서울특별시 강서구 강서로 257  (내발산동),02-2606-8268
814,강서홈약국,"서울특별시 강서구 화곡로 398, 홈플러스강서점앤본사사옥 1층 (등촌동)",02-2659-1823
815,강원약국,"서울특별시 관악구 대학길 36, (신림동)",02-874-4575
816,개화약국,서울특별시 강서구 양천로 31,02-2662-8028
817,갤러리약국,서울특별시 강남구 학동로20길 55 106호,02-6227-5578
818,건강백세약국,서울특별시 중구 서소문로 12 (중림동),02-392-7855
819,건강약국,"서울특별시 관악구 남부순환로 1539, (신림동)",02-855-2883
820,건강약국,"서울특별시 영등포구 당산로 164, (당산동4가)",02-2631-6396
821,건강플러스약국,서울특별시 금천구 시흥대로 391  (독산동),02-890-8058
822,건강한약국,서울특별시 광진구 천호대로 655 (중곡동),02-945-6363
823,건강한약국,"서울특별시 동대문구 왕산로32길 7, 4층 6호 (용두동)",02-957-9784
824,건강한약국,"서울특별시 노원구 석계로9길 25, 1층 오른쪽점포호 (월계동)",02-919-1206
825,건대가온약국,"서울특별시 광진구 광나루로 410, 105호 (화양동, KCC파크타운)",02-453-4669
826,건대역약국,서울특별시 광진구 아차산로 218 (자양동),02-497-4337
827,건민약국,"서울특별시 노원구 동일로191길 23, 1층 (공릉동)",02-975-1254
828,경남약국,"서울특별시 양천구 목동서로 38, 상가A동 107호, 113호 (목동, 목동신시가지아파트1단지)",02-2647-3012
829,경애약국,서울특별시 동대문구 사가정로25길 18 (장안동),02-2212-8941
830,경인약국,서울특별시 용산구 새창로14길 50 (용문동),02-715-6083
831,경일약국,서울특별시 종로구 평창문화로 35  (평창동),02-391-3469
832,경하프라자약국,"서울특별시 은평구 서오릉로 157, (구산동)",02-385-7271
833,계산온누리약국,"서울특별시 성북구 동소문로20길 43, 1층 (동선동1가)",02-925-4551
834,고래약국,"서울특별시 마포구 신촌로 지하 90, 신촌역 B1 240-107호 (노고산동)",02-333-7967
835,고려약국,"서울특별시 강동구 천호대로 1125, (길동)",02-477-5257
836,고바우약국,서울특별시 송파구 마천로41길 21 (마천동),02-402-0730
837,고성희약국,서울특별시 금천구 금하로24길 57 ,02-808-3616
838,고연뿌리약국,"서울특별시 서초구 신반포로 지하 188, 지하1층 (반포동, 강남고속터미널역)",02-534-7500
839,고운마음약국,"서울특별시 강서구 양천로 500, 등촌동노블리움오피스텔 115호 (등촌동)",02-3663-7779
840,곰돌이스타약국,"서울특별시 서초구 방배로 226, 3층 303호 (방배동)",02-595-8795
841,관악이화약국,"서울특별시 관악구 봉천로 281, 1층(봉천동)",02-885-0456
842,광교약국,"서울특별시 종로구 청계천로 49, (관철동)",02-734-4690
843,광장온누리약국,"서울특별시 관악구 신림로 107, 1층 (신림동)",02-886-3509
844,광주약국,"서울특별시 동작구 동작대로 127, 1층 (사당동)",02-591-0075
845,광주약국,서울특별시 관악구 관악로 268,02-884-2000
846,광진제일큰약국,"서울특별시 광진구 자양로 164, 하림빌딩 1층 (구의동)",02-6215-2225
847,광해약국,서울특별시 광진구 능동로 298,02-447-8188
848,교보약국,서울특별시 관악구 남부순환로 1827 ,02-878-7582
849,구로2호선약국,"서울특별시 구로구 도림천로 477, 구로디지털단지역 지상1층 001호 (구로동)",070-7672-0012
850,구로종로약국,서울특별시 구로구 경인로 193  (오류동),02-2688-0155
851,구로프라자온누리약국,"서울특별시 구로구 개봉로 30 (개봉동, 로얄타워)",0226136044
852,구로행복약국,"서울특별시 관악구 조원로 20, 101호 (신림동)",02-868-1653
853,구산약국,"서울특별시 중랑구 공릉로2길 7, 구산빌딩 (묵동)",02-974-4925
854,구약국,서울특별시 관악구 관악로14길 52,02-872-7542
855,국일약국,서울특별시 종로구 종로16길 12 (관철동),02-2275-7225
856,국제약국,서울특별시 용산구 한강대로 290-1,02-794-0705
857,군자백화점약국,"서울특별시 광진구 천호대로 574, (능동)",02-3436-2088
858,굿모닝약국,서울특별시 서초구 신반포로 176,02-6282-1213
859,굿모닝약국,서울특별시 영등포구 여의대방로 379,02-783-9484
860,굿약국,"서울특별시 서초구 서초대로77길 24, 강남 지웰타워2 (서초동)",02-535-8233
861,그랜드약국,"서울특별시 광진구 아차산로29길 55, (화양동)",02-462-8447
862,그린약국,"서울특별시 강서구 수명로 78, 새롬프라자 104호 (내발산동)",02-2667-6643
863,그린약국,"서울특별시 관악구 남부순환로 1740, 명당빌딩 1층 (봉천동)",02-888-4959
864,금강온누리약국,서울특별시 영등포구 영중로 10-1 (영등포동3가),02-2678-5869
865,금성당약국,"서울특별시 광진구 긴고랑로 115, (중곡동)",02-444-0159
866,금성약국,"서울특별시 광진구 자양로 112, (구의동)",02-447-1500
867,금왕약국,"서울특별시 종로구 창신5길 19, (창신동)",02-763-5493
868,기린약국,서울특별시 서초구 잠원로 24 반포자이프라자상가 1층,050-71316-7241
869,기분좋은약국,"서울특별시 관악구 은천로 110, 1층 (봉천동, 더블유에스타워)",02-872-2378
870,기쁨약국,서울특별시 강남구 개포로 228,02-574-1087
871,기호약국,"서울특별시 광진구 군자로 25, (화양동)",02-463-8050
872,길동보룡약국,서울특별시 강동구 양재대로 1478 (길동),02-477-4114
873,김약국,서울특별시 양천구 지양로 75,02-2603-4285
874,나이스약국,"서울특별시 서초구 강남대로 421, 삼영빌딩 1층 (서초동)",02-594-0503
875,나인약국,"서울특별시 서초구 서초대로77길 3, 아라타워 124호 (서초동)",02-537-0999
876,나현약국,"서울특별시 노원구 상계로12길 41, (상계동)",02-936-7718
877,남구로약국,서울특별시 구로구 구로동로 33 (가리봉동),02-838-3104
878,노바약국,서울특별시 강남구 강남대로118길 51 ,02-542-3696
879,노원약국,"서울특별시 노원구 노해로 501, 노원빌딩 1층 103호 (상계동)",02-933-7832
880,녹수프라자약국,서울특별시 금천구 독산로 213,02-802-1510
881,녹십자약국,서울특별시 강서구 화곡로64길 78,02-3662-6143
882,녹십자약국,서울특별시 송파구 올림픽로 130  (잠실동),02-424-7434
883,논현밝은약국,"서울특별시 강남구 강남대로122길 10, 영흥빌딩 1층 일부호 (논현동)",02-2135-2846
884,논현필리아약국,서울특별시 강남구 선릉로 641,02-540-7582
885,뉴석계프라자약국,서울특별시 노원구 석계로 2,02-914-5555
886,뉴욕약국,서울특별시 강남구 테헤란로 107,070-4147-3039
887,뉴타운메디컬약국,"서울특별시 은평구 진관3로 70, 821동 상가 115호 (진관동, 은평뉴타운상림마을)",02-357-0777
888,뉴프라임약국,"서울특별시 송파구 송파대로 278, 1층 (가락동)",02-403-2638
889,늘한마음약국,"서울특별시 노원구 노해로 494, 1층 109호 (상계동)",02-3392-5406
890,다나약국,"서울특별시 용산구 후암로 43-2, 1층 (후암동)",02-753-0692
891,다나약국,"서울특별시 영등포구 가마산로 439-1, (신길동)",02-832-1205
892,다나약국,"서울특별시 서초구 효령로 229, 서울빌딩 1층 (서초동)",02-597-3514
893,다나약국,"서울특별시 마포구 대흥로 186-2, 1층 (대흥동)",02-715-3133
894,다나온누리약국,서울특별시 관악구 관악로 240 1층 (봉천동),02-886-4207
895,다마트약국,서울특별시 강서구 금낭화로 135,02-2665-0181
896,다산온누리약국,"서울특별시 중구 다산로 133-1, 1층 (신당동)",02-2233-5912
897,다정약국,서울특별시 노원구 한글비석로 332,02-951-5567
898,단골약국,서울특별시 동작구 보라매로 61-1 (신대방동),02-821-3157
899,단골온누리약국,서울특별시 종로구 지봉로 50 (숭인동),02-745-0731
900,당고개약국,"서울특별시 노원구 상계로 309-1, (상계동)",02-930-5142
901,대교약국,"서울특별시 송파구 가락로 153, 1층 (송파동)",02-414-8275
902,대남약국,서울특별시 동작구 상도로22길 26 (상도동),02-822-3502
903,대동약국,"서울특별시 관악구 관악로 185, 1층 (봉천동)",02-877-0453
904,대명약국,"서울특별시 영등포구 영신로19길 7, (영등포동)",02-844-5433
905,대성약국,서울특별시 관악구 청림길 8 (봉천동),02-877-3024
906,대영약국,"서울특별시 도봉구 도봉로129길 26, (쌍문동)",02-904-0403
907,대우당약국,서울특별시 동작구 상도로 102 (상도동),02-822-2682
908,대우사약국,서울특별시 중구 세종대로 22 (남대문로5가),02-753-2703
909,대원사약국,"서울특별시 중랑구 중랑역로 90, 대원메디컬빌딩 (중화동)",02-433-3400
910,대유약국,"서울특별시 서대문구 모래내로 359, (홍은동)",02-379-4415
911,대일약국,서울특별시 동작구 동작대로27길 22 (사당동),02-591-4655
912,대자연약국,"서울특별시 강동구 구천면로 291, (천호동)",02-474-7576
913,대중약국,"서울특별시 성동구 왕십리로 375-1, (하왕십리동)",02-2292-4418
914,대청약국,"서울특별시 강남구 개포로 623, 대청타워 106호 (개포동)",02-3412-0106
915,대치약국,"서울특별시 강남구 선릉로86길 42, 102호 (대치동)",02-6954-1778
916,대치필리아약국,서울특별시 강남구 도곡로63길 12  (대치동),02-508-6116
917,대풍약국,서울특별시 중구 동호로11길 43 (신당동),02-2252-3944
918,대풍약국,서울특별시 성동구 사근동길 6,02-2296-8899
919,대학당약국,서울특별시 관악구 원신길 2-1,02-878-7497
920,대학솔약국,"서울특별시 동대문구 안암로 158, 1층 (제기동)",02-923-3338
921,대흥365약국,"서울특별시 마포구 백범로 98, 1층 (대흥동)",02-713-2060
922,대흥약국,"서울특별시 영등포구 신길로39길 13, (신길동)",02-832-1894
923,더샾스타시티약국,서울특별시 광진구 아차산로 272  (자양동),02-2024-1311
924,더밝은약국,"서울특별시 성동구 마조로9길 15, 1층 (행당동)",02-2281-7923
925,더클래식약국,"서울특별시 광진구 능동로 90, 1층 104-2호 (자양동, 더클래식500)",02-455-4565
926,덕성그린약국,"서울특별시 강북구 삼양로 530, 1층 (우이동)",02-6397-9974
927,도곡타워약국,"서울특별시 강남구 언주로30길 21, B1층 101-24A호 (도곡동, 아카데미스위트)",02-529-2916
928,도래약국,서울특별시 송파구 마천로 341 (마천동),02-2236-1470
929,도봉태평양약국,서울특별시 도봉구 도봉로 821,02-955-6228
930,도영약국,"서울특별시 송파구 오금로 507, 거여빌딩 1층 (거여동)",02-404-7355
931,도원약국,"서울특별시 성동구 장터길 45-1, (금호동3가)",02-2252-3942
932,도일약국,"서울특별시 서초구 사평대로55길 10, (반포동)",02-548-2348
933,독산종로약국,서울특별시 금천구 독산로 360,02-839-8197
934,돌곶이온누리약국,"서울특별시 성북구 화랑로 248, 장위뉴타워 102호, 102-1호 (석관동)",02-967-5555
935,동경약국,"서울특별시 마포구 신촌로16길 4, 1층 101호 (노고산동)",02-334-7668
936,동광약국,서울특별시 동작구 동작대로 129 (사당동),02-534-7575
937,동남약국,"서울특별시 종로구 종로 124, (종로3가)",02-2273-3233
938,동남약국,"서울특별시 중랑구 신내로 45, 해성빌딩 1층 (신내동)",02-2207-3356
939,동명온누리약국,"서울특별시 강남구 선릉로64길 5 (대치동, 라이온스빌딩)",02-555-1950
940,동보약국,서울특별시 영등포구 영중로 22  (영등포동3가),02-2678-0362
941,동부약국,서울특별시 용산구 이촌로 245,02-795-6242
942,동서울약국,"서울특별시 광진구 강변역로 50, 동서울종합터미널 124호 (구의동)",02-452-0015
943,동성약국,"서울특별시 중랑구 겸재로 84, (면목동)",02-432-1653
944,동성약국,서울특별시 구로구 디지털로19길 51,02-854-3357
