순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
54,두 사람이다,2007-08-22,0,0.0%,"241,292",40,한국,한국,"영화사청어람(주),(주)엠엔에프씨"
55,마강호텔,2007-02-22,0,0.0%,"237,183",38,한국,한국,(주)쇼박스
56,수,2007-03-22,0,0.0%,"218,314",46,한국,"한국,일본",(주)시네마서비스
58,죽어도 해피엔딩,2007-08-22,0,0.0%,"192,686",45,한국,한국,(주)프라임엔터테인먼트
59,므이,2007-07-25,0,0.0%,"180,999",34,한국,"한국,베트남",CJ ENM
60,가면,2007-12-27,0,0.0%,"180,387",40,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
61,뷰티풀 선데이,2007-03-29,0,0.0%,"180,178",45,한국,한국,(주)쇼박스
62,헨젤과 그레텔,2007-12-27,0,0.0%,"178,137",31,한국,한국,CJ ENM
63,언니가 간다,2007-01-04,0,0.0%,"174,543",60,한국,한국,(주)시네마서비스
64,빼꼼의 머그잔 여행,2007-03-22,0,0.0%,"135,261",15,한국,한국,"(합)알지애니메이션스튜디오,씨제이 씨지브이(CJ CGV)(주)"
65,마을금고 연쇄습격사건,2007-11-14,0,0.0%,"123,770",40,한국,한국,(주)쇼박스
66,어머니는 죽지 않는다,2007-09-12,0,0.0%,"116,993",25,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
67,꽃미남 연쇄 테러 사건,2007-07-26,0,0.0%,"110,905",16,한국,한국,"영화사청어람(주),(주)엠엔에프씨"
68,브라보 마이 라이프,2007-09-06,0,0.0%,"73,034",38,한국,한국,(주)쇼박스
69,펀치레이디,2007-10-25,0,0.0%,"38,254",44,한국,한국,(주)프라임엔터테인먼트
70,첫눈,2007-11-01,0,0.0%,"19,734",10,한국,"한국,일본",CJ ENM
71,저 하늘에도 슬픔이,2007-05-17,0,0.0%,"14,168",15,한국,한국,무비즈엔터테인먼트㈜
72,이대근 이 댁은,2007-05-01,0,0.0%,"11,206",13,한국,한국,(주)프라임엔터테인먼트
73,웨스트 32번가,2007-11-22,0,0.0%,"8,321",8,한국,"한국,미국",CJ ENM
74,챔피언 마빡이,2007-08-08,0,0.0%,"6,854",7,한국,한국,"쿠즈엔터테인먼트,야바다바두"
75,내 여자의 남자친구,2007-03-22,0,0.0%,"5,587",5,한국,한국,스폰지
76,우리에게 내일은 없다,2007-05-17,0,0.0%,"3,500",2,한국,한국,스폰지
77,파란자전거,2007-04-19,0,0.0%,"2,355",6,한국,한국,(주)프라임엔터테인먼트
79,소녀X소녀,2007-01-25,0,0.0%,"1,952",2,한국,한국,CJ ENM
80,색화동,2007-11-15,0,0.0%,462,3,한국,한국,(주)프리머스시네마
81,이브의 유혹 - 엔젤,2007-07-30,0,0.0%,425,3,한국,한국,(주)화인웍스
82,이브의 유혹 - 그녀만의 테크닉,2007-08-20,0,0.0%,317,3,한국,한국,(주)화인웍스
83,이브의 유혹 - 좋은아내,2007-08-06,0,0.0%,316,3,한국,한국,(주)화인웍스
84,이브의 유혹 - 키스,2007-08-13,0,0.0%,231,3,한국,한국,(주)화인웍스
85,그림자,2007-10-18,0,0.0%,224,1,한국,한국,(주)스폰지이엔티
86,숏!숏!숏!,2007-09-20,0,0.0%,140,1,한국,한국,㈜인디스토리
1,"좋은 놈, 나쁜 놈, 이상한 놈",2008-07-17,"43,761,835,333",11.4%,"6,685,988",825,한국,한국,CJ ENM
2,추격자,2008-02-14,"33,943,278,500",8.9%,"5,071,619",435,한국,한국,(주)쇼박스
3,과속스캔들,2008-12-03,"28,454,039,333",7.4%,"4,353,173",405,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
4,강철중: 공공의 적 1-1,2008-06-19,"28,465,757,767",7.4%,"4,300,670",659,한국,한국,"CJ ENM,(주)시네마서비스"
5,우리 생애 최고의 순간,2008-01-10,"26,151,780,425",6.8%,"4,044,582",418,한국,한국,(주)싸이더스
6,신기전,2008-09-04,"24,314,570,667",6.4%,"3,726,134",585,한국,한국,CJ ENM
7,미인도,2008-11-13,"15,529,174,500",4.1%,"2,324,741",463,한국,한국,CJ ENM
8,눈에는 눈 이에는 이,2008-07-31,"13,414,023,500",3.5%,"2,058,764",445,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
9,아내가 결혼했다,2008-10-23,"11,995,855,000",3.1%,"1,788,748",414,한국,한국,CJ ENM
10,님은 먼 곳에,2008-07-24,"11,211,235,000",2.9%,"1,706,576",499,한국,"한국,태국",(주)쇼박스
11,고死 : 피의 중간고사,2008-08-07,"10,299,976,000",2.7%,"1,634,051",270,한국,한국,에스케이텔레콤(주)
12,무방비도시,2008-01-10,"10,591,349,944",2.8%,"1,613,728",336,한국,한국,CJ ENM
13,원스어폰어타임,2008-01-31,"10,180,143,111",2.7%,"1,562,486",315,한국,한국,(유)씨에이치엔터테인먼트
14,더 게임,2008-01-30,"9,869,346,557",2.6%,"1,496,214",339,한국,한국,
15,서양 골동 양과자점 앤티크,2008-11-13,"7,367,880,833",1.9%,"1,173,310",451,한국,한국,"오퍼스픽쳐스(유),(주)쇼박스"
16,6년째 연애중,2008-02-05,"7,460,438,000",1.9%,"1,123,294",327,한국,한국,(주)스튜디오210
17,바보,2008-02-28,"6,301,818,833",1.6%,"974,554",263,한국,한국,CJ ENM
18,GP 506,2008-04-03,"6,316,842,000",1.6%,"945,185",355,한국,한국,(주)쇼박스
19,크로싱,2008-06-26,"5,657,365,667",1.5%,"907,255",303,한국,"한국,중국,몽고",(주)벤티지홀딩스
20,숙명,2008-03-20,"5,680,873,500",1.5%,"858,215",341,한국,한국,CJ ENM
21,모던보이,2008-10-02,"4,971,421,000",1.3%,"758,473",373,한국,한국,CJ ENM
22,순정만화,2008-11-27,"4,674,779,333",1.2%,"730,343",386,한국,한국,CJ ENM
23,울학교 이티,2008-09-11,"4,156,170,833",1.1%,"651,439",298,한국,한국,에스케이텔레콤(주)
24,다찌마와리,2008-08-14,"4,131,701,167",1.1%,"628,508",299,한국,한국,(주)쇼박스
25,뜨거운 것이 좋아,2008-01-17,"3,790,235,833",1.0%,"590,409",256,한국,한국,(주)시네마서비스
26,고고 70,2008-10-03,"3,795,149,333",1.0%,"581,468",362,한국,한국,(주)쇼박스
27,슈퍼맨이었던 사나이,2008-01-31,"3,688,309,333",1.0%,"559,705",388,한국,한국,CJ ENM
28,트럭,2008-09-25,"3,668,218,000",1.0%,"540,485",257,한국,한국,(주)싸이더스
29,미쓰 홍당무,2008-10-16,"3,563,982,000",0.9%,"532,235",290,한국,한국,(주)벤티지홀딩스
30,쌍화점,2008-12-30,"2,904,557,014",0.8%,"450,609",499,한국,한국,(주)쇼박스
31,달콤한 거짓말,2008-12-18,"2,952,188,000",0.8%,"445,980",339,한국,한국,CJ ENM
32,아기와 나,2008-08-14,"2,667,055,000",0.7%,"435,551",217,한국,한국,(주)프라임엔터테인먼트
33,기다리다 미쳐,2008-01-01,"2,725,342,667",0.7%,"422,363",239,한국,한국,(주)시네마서비스
35,1724 기방난동사건,2008-12-03,"1,886,002,000",0.5%,"286,629",337,한국,한국,(주)싸이더스
36,마지막 선물,2008-02-05,"1,748,517,833",0.5%,"272,890",263,한국,한국,(주)쇼박스
37,가루지기,2008-04-30,"1,777,787,000",0.5%,"272,648",311,한국,한국,(주)쇼박스
38,마이 뉴 파트너,2008-03-06,"1,696,902,333",0.4%,"265,323",220,한국,한국,(주)엠플러스픽쳐스
39,걸스카우트,2008-06-05,"1,534,585,000",0.4%,"249,114",257,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
40,라듸오 데이즈,2008-01-31,"1,405,676,000",0.4%,"214,946",254,한국,한국,(주)싸이더스
41,"대한이, 민국씨",2008-02-14,"1,192,710,500",0.3%,"212,854",174,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
42,도레미파솔라시도,2008-04-03,"1,182,401,000",0.3%,"199,151",167,한국,한국,(주)시네마서비스
45,로맨틱 아일랜드,2008-12-24,"931,114,000",0.2%,"139,832",208,한국,한국,실버스푼
47,허밍,2008-03-13,"640,923,000",0.2%,"104,850",167,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
48,그 남자의 책 198쪽,2008-10-23,"575,174,333",0.2%,"91,387",220,한국,한국,(주)성원아이컴
49,어린 왕자,2008-01-17,"493,292,500",0.1%,"84,015",181,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
50,외톨이,2008-09-18,"474,493,500",0.1%,"74,282",199,한국,한국,(주)성원아이컴
51,당신이 잠든 사이에,2008-08-14,"448,114,500",0.1%,"67,626",164,한국,한국,(주)엠플러스픽쳐스
52,흑심모녀,2008-06-12,"386,362,000",0.1%,"59,624",177,한국,한국,(주)쇼박스
53,서울이 보이냐,2008-05-08,"309,567,000",0.1%,"50,956",125,한국,한국,(주)시네마서비스
54,잘못된 만남,2008-07-10,"308,898,000",0.1%,"47,557",132,한국,한국,토이 엔터테인먼트
55,스페어,2008-08-28,"299,701,000",0.1%,"45,290",62,한국,한국,(주)필름더데이즈
57,날나리 종부전,2008-05-22,"181,261,000",0.0%,"31,522",162,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
58,무림여대생,2008-06-26,"176,547,500",0.0%,"28,019",205,한국,한국,"(주)베어엔터테인먼트,(주)프라임엔터테인먼트"
59,4요일: 자살을 부르는 요일,2008-12-11,"182,233,000",0.0%,"26,840",131,한국,한국,메가픽쳐스제이씨(주)
60,방울토마토,2008-05-29,"115,388,000",0.0%,"18,533",83,한국,한국,"무비즈엔터테인먼트㈜,(주)씨네라가픽쳐스"
62,맨데이트: 신이 주신 임무,2008-10-30,"78,616,000",0.0%,"12,087",84,한국,한국,메가픽쳐스제이씨(주)
63,사랑과 전쟁:열두 번째 남자,2008-09-25,"47,050,000",0.0%,"7,414",37,한국,한국,롯데쇼핑㈜롯데시네마
64,"동거, 동락",2008-03-27,"32,142,500",0.0%,"5,224",8,한국,한국,(주)쇼박스
65,초감각 커플,2008-11-27,"24,224,500",0.0%,"3,658",6,한국,한국,필름메신저
66,색다른 동거,2008-04-17,"15,663,500",0.0%,"2,780",17,한국,한국,
67,쉿! 그녀에겐 비밀이에요,2008-09-04,"12,929,000",0.0%,"2,083",32,한국,한국,(주)스튜디오이쩜영
68,전투의 매너,2008-04-17,"9,777,000",0.0%,"1,788",17,한국,한국,
69,아름답다,2008-02-14,"9,951,500",0.0%,"1,612",5,한국,한국,"(주)스폰지이엔티,스폰지"
70,미안하다 독도야,2008-12-31,"9,594,000",0.0%,"1,429",44,한국,한국,메가픽쳐스제이씨(주)
73,아스라이,2008-01-11,"2,304,500",0.0%,373,1,한국,한국,㈜인디스토리
74,마지막 밥상,2008-04-11,"2,410,000",0.0%,372,1,한국,한국,"(주)기억속의매미,독립영화전용관 인디스페이스"
75,나의 스캔들,2008-03-27,"1,780,000",0.0%,232,1,한국,한국,
1,해운대,2009-07-22,"81,934,638,201",16.5%,"11,453,338",753,한국,한국,CJ ENM
2,국가대표,2009-07-29,"60,896,633,308",12.3%,"8,487,894",580,한국,한국,(주)쇼박스
3,7급 공무원,2009-04-22,"26,701,311,856",5.4%,"4,088,799",475,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
6,거북이 달린다,2009-06-11,"20,857,347,292",4.2%,"3,059,812",379,한국,한국,(주)쇼박스
7,마더,2009-05-28,"20,195,373,838",4.1%,"3,013,523",648,한국,한국,CJ ENM
8,굿모닝 프레지던트,2009-10-22,"18,770,889,320",3.8%,"2,583,294",586,한국,한국,CJ ENM
9,전우치,2009-12-23,"17,834,719,581",3.6%,"2,465,572",606,한국,한국,CJ ENM
10,박쥐,2009-04-30,"15,051,788,827",3.0%,"2,237,271",462,한국,"한국,미국,호주",CJ ENM
11,내 사랑 내 곁에,2009-09-24,"15,764,312,409",3.2%,"2,160,265",474,한국,한국,CJ ENM
12,애자,2009-09-09,"13,785,879,439",2.8%,"1,922,634",262,한국,한국,(주)시너지하우스 (시너지)
13,그림자 살인,2009-04-02,"12,805,808,556",2.6%,"1,914,779",387,한국,한국,CJ ENM
14,차우,2009-07-15,"12,676,951,144",2.6%,"1,799,356",397,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
15,불꽃처럼 나비처럼,2009-09-24,"12,447,633,504",2.5%,"1,690,294",437,한국,한국,(주)쇼박스
16,유감스러운 도시,2009-01-22,"10,300,187,478",2.1%,"1,534,911",375,한국,한국,CJ ENM
17,작전,2009-02-12,"10,198,304,795",2.1%,"1,534,407",393,한국,한국,(주)쇼박스
18,청담보살,2009-11-11,"9,651,779,665",1.9%,"1,313,660",404,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
19,킹콩을 들다,2009-07-01,"8,597,263,166",1.7%,"1,277,800",411,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
20,인사동 스캔들,2009-04-29,"7,900,084,842",1.6%,"1,206,101",314,한국,한국,에스케이텔레콤(주)
21,시크릿,2009-12-03,"7,972,850,772",1.6%,"1,045,782",397,한국,한국,CJ ENM
22,백야행,2009-11-19,"7,169,915,142",1.4%,"956,639",398,한국,한국,(주)시네마서비스
23,마린보이,2009-02-05,"5,565,284,169",1.1%,"837,059",340,한국,한국,CJ ENM
24,김씨표류기,2009-05-14,"4,796,220,849",1.0%,"733,931",288,한국,한국,(주)시네마서비스
25,슬픔보다 더 슬픈 이야기,2009-03-11,"4,774,850,499",1.0%,"724,107",353,한국,한국,(주)쇼박스
26,실종,2009-03-19,"4,415,413,589",0.9%,"654,587",257,한국,한국,(주)시너지하우스 (시너지)
27,여고괴담 5,2009-06-18,"4,205,826,795",0.8%,"652,097",318,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
28,핸드폰,2009-02-19,"4,271,780,582",0.9%,"630,049",356,한국,한국,에스케이텔레콤(주)
29,홍길동의 후예,2009-11-26,"4,290,876,792",0.9%,"616,372",380,한국,한국,에스케이텔레콤(주)
30,오감도,2009-07-09,"3,107,441,952",0.6%,"443,462",302,한국,한국,(주)시너지하우스 (시너지)
31,10억,2009-08-06,"3,142,668,973",0.6%,"438,833",252,한국,"한국,호주",(주)싸이더스
32,정승필 실종사건,2009-10-08,"2,321,588,076",0.5%,"322,459",238,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
33,호우시절,2009-10-08,"2,165,019,514",0.4%,"291,143",334,한국,"한국,중국",(주)넥스트엔터테인먼트월드(NEW)
34,요가학원,2009-08-20,"1,947,834,107",0.4%,"271,514",251,한국,한국,(주)싸이더스
35,불신지옥,2009-08-12,"1,818,156,353",0.4%,"251,314",237,한국,한국,(주)쇼박스
36,우리 집에 왜 왔니,2009-04-09,"1,427,488,305",0.3%,"219,962",211,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
37,부산,2009-10-15,"1,185,994,280",0.2%,"160,741",204,한국,한국,(주)싸이더스
38,펜트하우스 코끼리,2009-11-05,"1,087,284,273",0.2%,"144,070",240,한국,한국,(주)시너지하우스 (시너지)
39,키친,2009-02-05,"939,320,372",0.2%,"142,336",179,한국,한국,실버스푼
40,구세주 2,2009-02-26,"838,666,517",0.2%,"127,226",228,한국,한국,CJ ENM
41,걸프렌즈,2009-12-17,"756,170,063",0.2%,"103,324",244,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
42,바람,2009-11-26,"702,833,838",0.1%,"97,958",119,한국,한국,(주)싸이더스
43,천국의 우편배달부,2009-11-12,"642,014,941",0.1%,"95,765",118,한국,한국,CJ ENM
44,4교시 추리영역,2009-08-12,"464,636,012",0.1%,"68,367",170,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
45,내 눈에 콩깍지,2009-11-05,"403,937,436",0.1%,"54,946",128,한국,한국,CJ ENM
46,킬 미,2009-11-05,"390,480,657",0.1%,"51,304",172,한국,한국,(주)싸이더스
47,19-Nineteen,2009-11-12,"210,806,522",0.0%,"32,800",69,한국,한국,CJ ENM
48,비상,2009-12-03,"223,314,380",0.0%,"29,223",160,한국,한국,(주)성원아이컴
50,싸이보그 그녀,2009-05-14,"138,415,038",0.0%,"20,975",112,한국,"한국,일본",(주)넥스트엔터테인먼트월드(NEW)
51,하늘과 바다,2009-10-28,"121,651,444",0.0%,"18,059",186,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
53,트라이앵글,2009-11-19,"34,225,859",0.0%,"4,555",54,한국,한국,CJ ENM
57,압록강은 흐른다,2009-06-04,"3,397,814",0.0%,806,1,한국,한국,주식회사 루믹스미디어
58,돌멩이의 꿈,2009-12-10,"3,612,168",0.0%,521,10,한국,한국,CJ ENM
59,낙원-파라다이스,2009-11-26,"3,523,191",0.0%,472,11,한국,한국,CJ ENM
60,결혼식 후에,2009-12-03,"2,540,904",0.0%,347,9,한국,한국,CJ ENM
61,약수터 부르스,2009-11-26,"2,126,351",0.0%,305,3,한국,한국,롯데쇼핑㈜롯데시네마
62,핑크 토끼,2009-08-20,"1,575,805",0.0%,265,3,한국,한국,한코리아
66,죽기 전에 해야할 몇가지 것들,2009-07-09,"25,278",0.0%,4,1,한국,한국,(주)이모션픽처스
1,아저씨,2010-08-04,"47,870,792,359",9.9%,"6,282,774",478,한국,한국,CJ ENM
2,의형제,2010-02-04,"40,800,867,602",8.4%,"5,507,106",572,한국,한국,(주)쇼박스
4,이끼,2010-07-14,"25,856,306,126",5.3%,"3,408,144",736,한국,한국,CJ ENM
5,포화속으로,2010-06-16,"24,217,600,897",5.0%,"3,385,706",736,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
6,하모니,2010-01-28,"21,992,266,198",4.5%,"3,068,544",405,한국,한국,CJ ENM
7,방자전,2010-06-02,"22,853,629,794",4.7%,"3,035,116",512,한국,한국,CJ ENM
8,부당거래,2010-10-28,"21,326,977,937",4.4%,"2,766,436",502,한국,한국,CJ ENM
9,시라노; 연애조작단,2010-09-16,"20,171,151,599",4.2%,"2,731,828",402,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
10,하녀,2010-05-13,"17,310,669,976",3.6%,"2,304,487",577,한국,한국,(주)싸이더스
11,초능력자,2010-11-10,"15,618,440,958",3.2%,"2,164,805",622,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
12,쩨쩨한 로맨스,2010-12-01,"15,440,148,661",3.2%,"2,022,626",463,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
13,해결사,2010-09-09,"14,063,913,437",2.9%,"1,873,327",524,한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브"
14,악마를 보았다,2010-08-12,"14,148,937,025",2.9%,"1,848,418",494,한국,한국,(주)쇼박스
15,무적자,2010-09-16,"11,816,488,677",2.4%,"1,571,432",416,한국,"한국,홍콩,일본,태국",CJ ENM
16,구르믈 버서난 달처럼,2010-04-28,"10,408,565,262",2.1%,"1,407,681",509,한국,한국,에스케이텔레콤(주)
17,황해,2010-12-22,"10,792,919,862",2.2%,"1,404,156",618,한국,"한국,미국,중국","(주)쇼박스,이십세기폭스코리아(주)"
18,헬로우 고스트,2010-12-22,"8,894,834,779",1.8%,"1,234,138",472,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
19,육혈포 강도단,2010-03-18,"8,784,927,671",1.8%,"1,233,582",319,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
20,심야의 F.M.,2010-10-14,"9,328,562,568",1.9%,"1,228,673",422,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
21,용서는 없다,2010-01-07,"8,737,627,361",1.8%,"1,144,238",334,한국,한국,(주)시네마서비스
22,베스트셀러,2010-04-15,"8,110,824,681",1.7%,"1,099,665",317,한국,한국,(주)시너지하우스 (시너지)
23,김종욱 찾기,2010-12-08,"7,957,558,983",1.6%,"1,090,239",442,한국,한국,CJ ENM
24,파괴된 사나이,2010-07-01,"7,820,538,614",1.6%,"1,030,285",190,한국,한국,(주)시너지하우스 (시너지)
25,평행이론,2010-02-18,"6,905,140,883",1.4%,"937,029",272,한국,한국,CJ ENM
26,고死 두 번째 이야기: 교생실습,2010-07-28,"5,901,045,987",1.2%,"872,594",320,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
27,주유소 습격사건 2,2010-01-21,"5,466,499,511",1.1%,"742,475",322,한국,한국,(주)시네마서비스
28,이층의 악당,2010-11-24,"4,332,815,318",0.9%,"605,224",384,한국,한국,(주)싸이더스
29,반가운 살인자,2010-04-08,"4,347,073,175",0.9%,"599,176",261,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
30,퀴즈왕,2010-09-16,"4,258,992,759",0.9%,"583,183",323,한국,한국,(주)시네마서비스
31,불량남녀,2010-11-04,"3,619,026,909",0.7%,"491,207",345,한국,한국,(주)쇼박스
32,친정엄마,2010-04-22,"3,367,901,082",0.7%,"478,822",276,한국,한국,(주)싸이더스
33,식객2 : 김치전쟁,2010-01-28,"3,298,814,209",0.7%,"471,103",357,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
34,대한민국 1%,2010-05-05,"2,280,762,516",0.5%,"447,569",287,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
35,맨발의 꿈,2010-06-24,"2,413,427,097",0.5%,"338,080",333,한국,"한국,인도네시아,일본",(주)쇼박스
36,라스트 갓파더,2010-12-29,"2,274,243,497",0.5%,"318,040",474,한국,"한국,미국",CJ ENM
37,폐가,2010-08-19,"1,611,889,133",0.3%,"229,610",160,한국,한국,(주)시너지하우스 (시너지)
37,인플루언스,2010-08-19,"1,529,006",0.0%,"229,610",3,한국,한국,
39,페스티발,2010-11-18,"1,541,834,737",0.3%,"200,123",233,한국,한국,(주)시너지하우스 (시너지)
40,아빠가 여자를 좋아해,2010-01-14,"1,264,356,155",0.3%,"177,535",283,한국,한국,(주)쇼박스
41,그랑프리,2010-09-16,"1,241,827,441",0.3%,"170,446",235,한국,한국,(주)싸이더스
42,비밀애,2010-03-25,"1,227,023,002",0.3%,"167,132",275,한국,한국,(주)시너지하우스 (시너지)
43,무법자,2010-03-18,"1,241,201,107",0.3%,"163,334",192,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
44,웨딩드레스,2010-01-14,"1,014,636,235",0.2%,"146,148",183,한국,한국,(주)싸이더스
45,두 여자,2010-11-18,"981,545,863",0.2%,"131,415",211,한국,한국,CJ ENM
46,마법천자문: 대마왕의 부활을 막아라,2010-08-19,"800,649,684",0.2%,"123,538",179,한국,한국,CJ ENM
47,꿈은 이루어진다,2010-05-27,"730,581,233",0.2%,"103,627",222,한국,한국,CJ ENM
